Cod_Identificacao;Municipio;PIB;;
3144656;Ninheira (MG);39813;;
3144672;Nova Belém (MG);23623;;
3144706;Nova Era (MG);273507;;
3144805;Nova Lima (MG);5382564;;
3144904;Nova Módica (MG);22224;;
3145000;Nova Ponte (MG);617922;;
3145059;Nova Porteirinha (MG);48913;;
3145109;Nova Resende (MG);173609;;
3145208;Nova Serrana (MG);1010516;;
3145307;Novo Cruzeiro (MG);112678;;
3145356;Novo Oriente de Minas (MG);41443;;
3145372;Novorizonte (MG);22907;;
3145406;Olaria (MG);12837;;
3145455;Olhos-d'Água (MG);47184;;
3145505;Olímpio Noronha (MG);20328;;
3145604;Oliveira (MG);434492;;
3145703;Oliveira Fortes (MG);15789;;
3145802;Onça de Pitangui (MG);27078;;
3145851;Oratórios (MG);27556;;
3145877;Orizânia (MG);33491;;
3145901;Ouro Branco (MG);2047668;;
3146008;Ouro Fino (MG);398544;;
3146107;Ouro Preto (MG);3713842;;
3146206;Ouro Verde de Minas (MG);27354;;
3146255;Padre Carvalho (MG);28616;;
3146305;Padre Paraíso (MG);94996;;
3146404;Paineiras (MG);37241;;
3146503;Pains (MG);162196;;
3146552;Pai Pedro (MG);25569;;
3146602;Paiva (MG);11880;;
3146701;Palma (MG);38381;;
3146750;Palmópolis (MG);25199;;
3146909;Papagaios (MG);160379;;
3147006;Paracatu (MG);1701105;;
3147105;Pará de Minas (MG);1577111;;
3147204;Paraguaçu (MG);266339;;
3147303;Paraisópolis (MG);309859;;
3147402;Paraopeba (MG);289500;;
3147501;Passabém (MG);10529;;
3147600;Passa Quatro (MG);214362;;
3147709;Passa Tempo (MG);94413;;
3147808;Passa Vinte (MG);13602;;
3147907;Passos (MG);1408579;;
3147956;Patis (MG);24213;;
3148004;Patos de Minas (MG);1996955;;
3148103;Patrocínio (MG);1282275;;
3148202;Patrocínio do Muriaé (MG);40175;;
3148301;Paula Cândido (MG);47334;;
3148400;Paulistas (MG);24757;;
3148509;Pavão (MG);42179;;
3148608;Peçanha (MG);101352;;
3148707;Pedra Azul (MG);136505;;
3148756;Pedra Bonita (MG);39328;;
3148806;Pedra do Anta (MG);15844;;
3148905;Pedra do Indaiá (MG);53968;;
3149002;Pedra Dourada (MG);19493;;
3149101;Pedralva (MG);76794;;
3149150;Pedras de Maria da Cruz (MG);40952;;
3149200;Pedrinópolis (MG);54035;;
3149309;Pedro Leopoldo (MG);1134938;;
3149408;Pedro Teixeira (MG);11927;;
3149507;Pequeri (MG);24089;;
3149606;Pequi (MG);30898;;
3149705;Perdigão (MG);75570;;
3149804;Perdizes (MG);324858;;
3149903;Perdões (MG);275999;;
3149952;Periquito (MG);47412;;
3150000;Pescador (MG);24065;;
3150109;Piau (MG);28535;;
3150158;Piedade de Caratinga (MG);44216;;
3150208;Piedade de Ponte Nova (MG);25945;;
3150307;Piedade do Rio Grande (MG);114650;;
3150406;Piedade dos Gerais (MG);27072;;
3150505;Pimenta (MG);83991;;
3150539;Pingo d'Água (MG);24886;;
3150570;Pintópolis (MG);32125;;
3150604;Piracema (MG);50031;;
3150703;Pirajuba (MG);129898;;
3150802;Piranga (MG);79011;;
3150901;Piranguçu (MG);32940;;
3151008;Piranguinho (MG);48860;;
3151107;Pirapetinga (MG);359658;;
3151206;Pirapora (MG);1151269;;
3151305;Piraúba (MG);73163;;
3151404;Pitangui (MG);251391;;
3151503;Piumhi (MG);479655;;
3151602;Planura (MG);306878;;
3151701;Poço Fundo (MG);149885;;
3151800;Poços de Caldas (MG);3742081;;
3151909;Pocrane (MG);44354;;
3152006;Pompéu (MG);350723;;
3152105;Ponte Nova (MG);781596;;
3152131;Ponto Chique (MG);22262;;
3152170;Ponto dos Volantes (MG);56680;;
3152204;Porteirinha (MG);171000;;
3152303;Porto Firme (MG);56234;;
3152402;Poté (MG);76264;;
3152501;Pouso Alegre (MG);3123047;;
3152600;Pouso Alto (MG);70542;;
3152709;Prados (MG);61829;;
3152808;Prata (MG);541173;;
3152907;Pratápolis (MG);103949;;
3153004;Pratinha (MG);45658;;
3153103;Presidente Bernardes (MG);23330;;
3153202;Presidente Juscelino (MG);25302;;
3153301;Presidente Kubitschek (MG);14530;;
3153400;Presidente Olegário (MG);224163;;
3153509;Alto Jequitibá (MG);83175;;
3153608;Prudente de Morais (MG);69360;;
3153707;Quartel Geral (MG);32295;;
3153806;Queluzito (MG);15313;;
3153905;Raposos (MG);65423;;
3154002;Raul Soares (MG);152035;;
3154101;Recreio (MG);55993;;
3154150;Reduto (MG);47484;;
3154200;Resende Costa (MG);70659;;
3154309;Resplendor (MG);168439;;
3154408;Ressaquinha (MG);83971;;
3154457;Riachinho (MG);48241;;
3154507;Riacho dos Machados (MG);33830;;
3154606;Ribeirão das Neves (MG);1733699;;
3154705;Ribeirão Vermelho (MG);53483;;
3154804;Rio Acima (MG);162996;;
3154903;Rio Casca (MG);134045;;
3155009;Rio Doce (MG);16434;;
3155108;Rio do Prado (MG);25886;;
3155207;Rio Espera (MG);24182;;
3155306;Rio Manso (MG);44727;;
3155405;Rio Novo (MG);57446;;
3155504;Rio Paranaíba (MG);278908;;
3155603;Rio Pardo de Minas (MG);143132;;
3155702;Rio Piracicaba (MG);432580;;
3155801;Rio Pomba (MG);142003;;
3155900;Rio Preto (MG);34731;;
3156007;Rio Vermelho (MG);60399;;
3156106;Ritápolis (MG);30439;;
3156205;Rochedo de Minas (MG);13591;;
3156304;Rodeiro (MG);248519;;
3156403;Romaria (MG);83562;;
3156452;Rosário da Limeira (MG);27969;;
3156502;Rubelita (MG);31291;;
3156601;Rubim (MG);46335;;
3156700;Sabará (MG);1356782;;
3156809;Sabinópolis (MG);95948;;
3156908;Sacramento (MG);567954;;
3157005;Salinas (MG);299272;;
3157104;Salto da Divisa (MG);45935;;
3157203;Santa Bárbara (MG);253836;;
3157252;Santa Bárbara do Leste (MG);37369;;
3157278;Santa Bárbara do Monte Verde (MG);21721;;
3157302;Santa Bárbara do Tugúrio (MG);28318;;
3157336;Santa Cruz de Minas (MG);43275;;
3157377;Santa Cruz de Salinas (MG);22490;;
3157401;Santa Cruz do Escalvado (MG);29205;;
3157500;Santa Efigênia de Minas (MG);27492;;
3157609;Santa Fé de Minas (MG);22378;;
3157658;Santa Helena de Minas (MG);23218;;
3157708;Santa Juliana (MG);253145;;
3157807;Santa Luzia (MG);2230852;;
3157906;Santa Margarida (MG);154801;;
3158003;Santa Maria de Itabira (MG);101230;;
3158102;Santa Maria do Salto (MG);23419;;
3158201;Santa Maria do Suaçuí (MG);69730;;
3158300;Santana da Vargem (MG);89511;;
3158409;Santana de Cataguases (MG);20581;;
3158508;Santana de Pirapama (MG);58128;;
3158607;Santana do Deserto (MG);20387;;
3158706;Santana do Garambéu (MG);14407;;
3158805;Santana do Jacaré (MG);38551;;
3158904;Santana do Manhuaçu (MG);50123;;
3158953;Santana do Paraíso (MG);276056;;
3159001;Santana do Riacho (MG);29998;;
3159100;Santana dos Montes (MG);21762;;
3159209;Santa Rita de Caldas (MG);87781;;
3159308;Santa Rita de Jacutinga (MG);35481;;
3159357;Santa Rita de Minas (MG);55387;;
3159407;Santa Rita de Ibitipoca (MG);23820;;
3159506;Santa Rita do Itueto (MG);41115;;
3159605;Santa Rita do Sapucaí (MG);936234;;
3159704;Santa Rosa da Serra (MG);27790;;
3159803;Santa Vitória (MG);315149;;
3159902;Santo Antônio do Amparo (MG);104624;;
3160009;Santo Antônio do Aventureiro (MG);27275;;
3160108;Santo Antônio do Grama (MG);26092;;
3160207;Santo Antônio do Itambé (MG);19544;;
3160306;Santo Antônio do Jacinto (MG);49007;;
3160405;Santo Antônio do Monte (MG);261300;;
3160454;Santo Antônio do Retiro (MG);27261;;
3160504;Santo Antônio do Rio Abaixo (MG);12024;;
3160603;Santo Hipólito (MG);34308;;
3160702;Santos Dumont (MG);515484;;
3160801;São Bento Abade (MG);34908;;
3160900;São Brás do Suaçuí (MG);41270;;
3160959;São Domingos das Dores (MG);29449;;
3161007;São Domingos do Prata (MG);121731;;
3161056;São Félix de Minas (MG);23860;;
3161106;São Francisco (MG);249262;;
3161205;São Francisco de Paula (MG);50536;;
3161304;São Francisco de Sales (MG);85055;;
3161403;São Francisco do Glória (MG);30787;;
3161502;São Geraldo (MG);91073;;
3161601;São Geraldo da Piedade (MG);22064;;
3161650;São Geraldo do Baixio (MG);19692;;
3161700;São Gonçalo do Abaeté (MG);119909;;
3161809;São Gonçalo do Pará (MG);101819;;
3161908;São Gonçalo do Rio Abaixo (MG);1951642;;
3162005;São Gonçalo do Sapucaí (MG);343550;;
3162104;São Gotardo (MG);345614;;
3162203;São João Batista do Glória (MG);78931;;
3162252;São João da Lagoa (MG);25879;;
3162302;São João da Mata (MG);21772;;
3162401;São João da Ponte (MG);102594;;
3162450;São João das Missões (MG);38074;;
3162500;São João del Rei (MG);1025243;;
3162559;São João do Manhuaçu (MG);86306;;
3162575;São João do Manteninha (MG);28472;;
3162609;São João do Oriente (MG);40941;;
3162658;São João do Pacuí (MG);18780;;
3162708;São João do Paraíso (MG);110199;;
3162807;São João Evangelista (MG);85079;;
3162906;São João Nepomuceno (MG);226775;;
3162922;São Joaquim de Bicas (MG);385477;;
3162948;São José da Barra (MG);635371;;
3162955;São José da Lapa (MG);357402;;
3163003;São José da Safira (MG);23259;;
3163102;São José da Varginha (MG);53918;;
3163201;São José do Alegre (MG);24468;;
3163300;São José do Divino (MG);21668;;
3163409;São José do Goiabal (MG);28932;;
3163508;São José do Jacuri (MG);33451;;
3163607;São José do Mantimento (MG);17272;;
3163706;São Lourenço (MG);518954;;
3163805;São Miguel do Anta (MG);41455;;
3163904;São Pedro da União (MG);53081;;
3164001;São Pedro dos Ferros (MG);66689;;
3164100;São Pedro do Suaçuí (MG);29796;;
3164209;São Romão (MG);50259;;
3164308;São Roque de Minas (MG);84131;;
3164407;São Sebastião da Bela Vista (MG);56426;;
3164431;São Sebastião da Vargem Alegre (MG);37940;;
3164472;São Sebastião do Anta (MG);30671;;
3164506;São Sebastião do Maranhão (MG);73258;;
3164605;São Sebastião do Oeste (MG);167712;;
3164704;São Sebastião do Paraíso (MG);1061148;;
3164803;São Sebastião do Rio Preto (MG);12066;;
3164902;São Sebastião do Rio Verde (MG);16381;;
3165008;São Tiago (MG);73096;;
3165107;São Tomás de Aquino (MG);82454;;
3165206;São Thomé das Letras (MG);54558;;
3165305;São Vicente de Minas (MG);67188;;
3165404;Sapucaí-Mirim (MG);69173;;
3165503;Sardoá (MG);34253;;
3165537;Sarzedo (MG);394852;;
3165552;Setubinha (MG);40247;;
3165560;Sem-Peixe (MG);14855;;
3165578;Senador Amaral (MG);34351;;
3165602;Senador Cortes (MG);12532;;
3165701;Senador Firmino (MG);43003;;
3165800;Senador José Bento (MG);16109;;
3165909;Senador Modestino Gonçalves (MG);25644;;
3166006;Senhora de Oliveira (MG);30663;;
3166105;Senhora do Porto (MG);18637;;
3166204;Senhora dos Remédios (MG);46223;;
3166303;Sericita (MG);34653;;
3166402;Seritinga (MG);15837;;
3166501;Serra Azul de Minas (MG);18493;;
3166600;Serra da Saudade (MG);10484;;
3166709;Serra dos Aimorés (MG);73728;;
3166808;Serra do Salitre (MG);164124;;
3166907;Serrania (MG);85934;;
3166956;Serranópolis de Minas (MG);18091;;
3167004;Serranos (MG);15060;;
3167103;Serro (MG);120685;;
3167202;Sete Lagoas (MG);5820628;;
3167301;Silveirânia (MG);13265;;
3167400;Silvianópolis (MG);59365;;
3167509;Simão Pereira (MG);30813;;
3167608;Simonésia (MG);99657;;
3167707;Sobrália (MG);29299;;
3167806;Soledade de Minas (MG);30647;;
3167905;Tabuleiro (MG);25072;;
3168002;Taiobeiras (MG);202903;;
3168051;Taparuba (MG);18003;;
3168101;Tapira (MG);249698;;
3168200;Tapiraí (MG);22575;;
3168309;Taquaraçu de Minas (MG);32463;;
3168408;Tarumirim (MG);73423;;
3168507;Teixeiras (MG);68688;;
3168606;Teófilo Otoni (MG);1465715;;
3168705;Timóteo (MG);2036766;;
3168804;Tiradentes (MG);91018;;
3168903;Tiros (MG);85607;;
3169000;Tocantins (MG);147931;;
3169059;Tocos do Moji (MG);28061;;
3169109;Toledo (MG);29008;;
3169208;Tombos (MG);62333;;
3169307;Três Corações (MG);1508905;;
3169356;Três Marias (MG);983447;;
3169406;Três Pontas (MG);662629;;
3169505;Tumiritinga (MG);30538;;
3169604;Tupaciguara (MG);282633;;
3169703;Turmalina (MG);138628;;
3169802;Turvolândia (MG);47353;;
3169901;Ubá (MG);2030569;;
3170008;Ubaí (MG);47358;;
3170057;Ubaporanga (MG);59874;;
3170107;Uberaba (MG);7299720;;
3170206;Uberlândia (MG);18950577;;
3170305;Umburatiba (MG);17087;;
3170404;Unaí (MG);1330068;;
3170438;União de Minas (MG);74835;;
3170479;Uruana de Minas (MG);26123;;
3170503;Urucânia (MG);98907;;
3170529;Urucuia (MG);60820;;
3170578;Vargem Alegre (MG);34327;;
3170602;Vargem Bonita (MG);23317;;
3170651;Vargem Grande do Rio Pardo (MG);21342;;
3170701;Varginha (MG);3234145;;
3170750;Varjão de Minas (MG);86349;;
3170800;Várzea da Palma (MG);552175;;
3170909;Varzelândia (MG);79342;;
3171006;Vazante (MG);340207;;
3171030;Verdelândia (MG);48770;;
3171071;Veredinha (MG);39436;;
3171105;Veríssimo (MG);70058;;
3171154;Vermelho Novo (MG);24795;;
3171204;Vespasiano (MG);1561162;;
3171303;Viçosa (MG);797395;;
3171402;Vieiras (MG);26451;;
3171501;Mathias Lobato (MG);18300;;
3171600;Virgem da Lapa (MG);56940;;
3171709;Virgínia (MG);65983;;
3171808;Virginópolis (MG);66415;;
3171907;Virgolândia (MG);27528;;
3172004;Visconde do Rio Branco (MG);628152;;
3172103;Volta Grande (MG);103455;;
3172202;Wenceslau Braz (MG);15518;;
3200102;Afonso Cláudio (ES);243707;;
3200136;Águia Branca (ES);92726;;
3200169;Água Doce do Norte (ES);88745;;
3200201;Alegre (ES);266215;;
3200300;Alfredo Chaves (ES);152170;;
3200359;Alto Rio Novo (ES);50507;;
3200409;Anchieta (ES);4434884;;
3200508;Apiacá (ES);48786;;
3200607;Aracruz (ES);4246237;;
3200706;Atílio Vivacqua (ES);141984;;
3200805;Baixo Guandu (ES);347440;;
3200904;Barra de São Francisco (ES);482590;;
3201001;Boa Esperança (ES);145986;;
3201100;Bom Jesus do Norte (ES);77688;;
3201159;Brejetuba (ES);108893;;
3201209;Cachoeiro de Itapemirim (ES);3198903;;
3201308;Cariacica (ES);5211183;;
3201407;Castelo (ES);463431;;
3201506;Colatina (ES);1882478;;
3201605;Conceição da Barra (ES);326646;;
3201704;Conceição do Castelo (ES);115355;;
3201803;Divino de São Lourenço (ES);32478;;
3201902;Domingos Martins (ES);357323;;
3202009;Dores do Rio Preto (ES);53766;;
3202108;Ecoporanga (ES);256423;;
3202207;Fundão (ES);377891;;
3202256;Governador Lindenberg (ES);96866;;
3202306;Guaçuí (ES);257599;;
3202405;Guarapari (ES);1281846;;
3202454;Ibatiba (ES);168088;;
3202504;Ibiraçu (ES);255852;;
3202553;Ibitirama (ES);65856;;
3202603;Iconha (ES);189276;;
3202652;Irupi (ES);93919;;
3202702;Itaguaçu (ES);129346;;
3202801;Itapemirim (ES);1345406;;
3202900;Itarana (ES);116399;;
3203007;Iúna (ES);213862;;
3203056;Jaguaré (ES);426906;;
3203106;Jerônimo Monteiro (ES);87545;;
3203130;João Neiva (ES);218809;;
3203163;Laranja da Terra (ES);79428;;
3203205;Linhares (ES);3275115;;
3203304;Mantenópolis (ES);90247;;
3203320;Marataízes (ES);746059;;
3203346;Marechal Floriano (ES);193114;;
3203353;Marilândia (ES);148944;;
3203403;Mimoso do Sul (ES);251416;;
3203502;Montanha (ES);233990;;
3203601;Mucurici (ES);64586;;
3203700;Muniz Freire (ES);145101;;
3203809;Muqui (ES);102082;;
3203908;Nova Venécia (ES);555707;;
3204005;Pancas (ES);135294;;
3204054;Pedro Canário (ES);231614;;
3204104;Pinheiros (ES);312141;;
3204203;Piúma (ES);264653;;
3204252;Ponto Belo (ES);58983;;
3204302;Presidente Kennedy (ES);3082027;;
3204351;Rio Bananal (ES);178041;;
3204401;Rio Novo do Sul (ES);114115;;
3204500;Santa Leopoldina (ES);108555;;
3204559;Santa Maria de Jetibá (ES);518864;;
3204609;Santa Teresa (ES);250849;;
3204658;São Domingos do Norte (ES);99698;;
3204708;São Gabriel da Palha (ES);331120;;
3204807;São José do Calçado (ES);80193;;
3204906;São Mateus (ES);1268490;;
3204955;São Roque do Canaã (ES);113776;;
3205002;Serra (ES);13048176;;
3205010;Sooretama (ES);299051;;
3205036;Vargem Alta (ES);239682;;
3205069;Venda Nova do Imigrante (ES);323909;;
3205101;Viana (ES);847607;;
3205150;Vila Pavão (ES);102465;;
3205176;Vila Valério (ES);150334;;
3205200;Vila Velha (ES);7928905;;
3205309;Vitória (ES);21183940;;
3300100;Angra dos Reis (RJ);6331318;;
3300159;Aperibé (RJ);93788;;
3300209;Araruama (RJ);1381762;;
3300225;Areal (RJ);291121;;
3300233;Armação dos Búzios (RJ);1869297;;
3300258;Arraial do Cabo (RJ);400094;;
3300308;Barra do Piraí (RJ);1473284;;
3300407;Barra Mansa (RJ);3460173;;
3300456;Belford Roxo (RJ);4427124;;
3300506;Bom Jardim (RJ);404187;;
3300605;Bom Jesus do Itabapoana (RJ);420564;;
3300704;Cabo Frio (RJ);9301079;;
3300803;Cachoeiras de Macacu (RJ);906006;;
3300902;Cambuci (RJ);167262;;
3300936;Carapebus (RJ);604027;;
3300951;Comendador Levy Gasparian (RJ);208944;;
3301009;Campos dos Goytacazes (RJ);38684389;;
3301108;Cantagalo (RJ);722818;;
3301157;Cardoso Moreira (RJ);116154;;
3301207;Carmo (RJ);266203;;
3301306;Casimiro de Abreu (RJ);2071660;;
3301405;Conceição de Macabu (RJ);179532;;
3301504;Cordeiro (RJ);211282;;
3301603;Duas Barras (RJ);106324;;
3301702;Duque de Caxias (RJ);23107679;;
3301801;Engenheiro Paulo de Frontin (RJ);168677;;
3301850;Guapimirim (RJ);620368;;
3301876;Iguaba Grande (RJ);213966;;
3301900;Itaboraí (RJ);2429729;;
3302007;Itaguaí (RJ);4649831;;
3302056;Italva (RJ);163482;;
3302106;Itaocara (RJ);256885;;
3302205;Itaperuna (RJ);1436222;;
3302254;Itatiaia (RJ);1495063;;
3302270;Japeri (RJ);692967;;
3302304;Laje do Muriaé (RJ);77640;;
3302403;Macaé (RJ);13613373;;
3302452;Macuco (RJ);94084;;
3302502;Magé (RJ);2372395;;
3302601;Mangaratiba (RJ);1772367;;
3302700;Maricá (RJ);1873273;;
3302809;Mendes (RJ);172472;;
3302858;Mesquita (RJ);1452834;;
3302908;Miguel Pereira (RJ);359764;;
3303005;Miracema (RJ);248305;;
3303104;Natividade (RJ);152230;;
3303203;Nilópolis (RJ);1709866;;
3303302;Niterói (RJ);12587901;;
3303401;Nova Friburgo (RJ);2921047;;
3303500;Nova Iguaçu (RJ);10142818;;
3303609;Paracambi (RJ);450653;;
3303708;Paraíba do Sul (RJ);572304;;
3303807;Paraty (RJ);809203;;
3303856;Paty do Alferes (RJ);285723;;
3303906;Petrópolis (RJ);7244425;;
3303955;Pinheiral (RJ);205712;;
3304003;Piraí (RJ);1045134;;
3304102;Porciúncula (RJ);180948;;
3304110;Porto Real (RJ);5174746;;
3304128;Quatis (RJ);270826;;
3304144;Queimados (RJ);2032471;;
3304151;Quissamã (RJ);3791122;;
3304201;Resende (RJ);5777847;;
3304300;Rio Bonito (RJ);1168377;;
3304409;Rio Claro (RJ);206378;;
3304508;Rio das Flores (RJ);291757;;
3304524;Rio das Ostras (RJ);8957877;;
3304557;Rio de Janeiro (RJ);208153595;;
3304607;Santa Maria Madalena (RJ);136012;;
3304706;Santo Antônio de Pádua (RJ);584056;;
3304755;São Francisco de Itabapoana (RJ);476294;;
3304805;São Fidélis (RJ);392106;;
3304904;São Gonçalo (RJ);10327201;;
3305000;São João da Barra (RJ);6099729;;
3305109;São João de Meriti (RJ);5015432;;
3305133;São José de Ubá (RJ);70522;;
3305158;São José do Vale do Rio Preto (RJ);597026;;
3305208;São Pedro da Aldeia (RJ);929226;;
3305307;São Sebastião do Alto (RJ);134864;;
3305406;Sapucaia (RJ);440636;;
3305505;Saquarema (RJ);1464446;;
3305554;Seropédica (RJ);840825;;
3305604;Silva Jardim (RJ);225491;;
3305703;Sumidouro (RJ);206676;;
3305752;Tanguá (RJ);340479;;
3305802;Teresópolis (RJ);2896778;;
3305901;Trajano de Moraes (RJ);89335;;
3306008;Três Rios (RJ);1835764;;
3306107;Valença (RJ);1022596;;
3306156;Varre-Sai (RJ);82212;;
3306206;Vassouras (RJ);491051;;
3306305;Volta Redonda (RJ);9656616;;
3500105;Adamantina (SP);639091;;
3500204;Adolfo (SP);61059;;
3500303;Aguaí (SP);549175;;
3500402;Águas da Prata (SP);96964;;
3500501;Águas de Lindóia (SP);233684;;
3500550;Águas de Santa Bárbara (SP);132255;;
3500600;Águas de São Pedro (SP);69352;;
3500709;Agudos (SP);1736271;;
3500758;Alambari (SP);61603;;
3500808;Alfredo Marcondes (SP);36694;;
3500907;Altair (SP);74902;;
3501004;Altinópolis (SP);255322;;
3501103;Alto Alegre (SP);59056;;
3501152;Alumínio (SP);1566535;;
3501202;Álvares Florence (SP);92978;;
3501301;Álvares Machado (SP);236566;;
3501400;Álvaro de Carvalho (SP);30121;;
3501509;Alvinlândia (SP);31246;;
3501608;Americana (SP);7236090;;
3501707;Américo Brasiliense (SP);459375;;
3501806;Américo de Campos (SP);56280;;
3501905;Amparo (SP);2465216;;
3502002;Analândia (SP);98188;;
3502101;Andradina (SP);1422126;;
3502200;Angatuba (SP);541194;;
3502309;Anhembi (SP);92814;;
3502408;Anhumas (SP);40678;;
3502507;Aparecida (SP);496062;;
3502606;Aparecida d'Oeste (SP);54977;;
3502705;Apiaí (SP);423373;;
3502754;Araçariguama (SP);1056801;;
3502804;Araçatuba (SP);4132001;;
3502903;Araçoiaba da Serra (SP);315643;;
3503000;Aramina (SP);73152;;
3503109;Arandu (SP);69890;;
3503158;Arapeí (SP);22643;;
3503208;Araraquara (SP);5474437;;
3503307;Araras (SP);3211625;;
3503356;Arco-Íris (SP);29668;;
3503406;Arealva (SP);124566;;
3503505;Areias (SP);23169;;
3503604;Areiópolis (SP);70980;;
3503703;Ariranha (SP);439155;;
3503802;Artur Nogueira (SP);572380;;
3503901;Arujá (SP);1988477;;
3503950;Aspásia (SP);14973;;
3504008;Assis (SP);1666867;;
3504107;Atibaia (SP);3709727;;
3504206;Auriflama (SP);169054;;
3504305;Avaí (SP);115397;;
3504404;Avanhandava (SP);148440;;
3504503;Avaré (SP);1237712;;
3504602;Bady Bassitt (SP);228060;;
3504701;Balbinos (SP);17823;;
3504800;Bálsamo (SP);112633;;
3504909;Bananal (SP);119562;;
3505005;Barão de Antonina (SP);25454;;
3505104;Barbosa (SP);63999;;
3505203;Bariri (SP);628396;;
3505302;Barra Bonita (SP);911100;;
3505351;Barra do Chapéu (SP);25658;;
3505401;Barra do Turvo (SP);52299;;
3505500;Barretos (SP);2500648;;
3505609;Barrinha (SP);251324;;
3505708;Barueri (SP);30018704;;
3505807;Bastos (SP);470286;;
3505906;Batatais (SP);1153707;;
3506003;Bauru (SP);8207655;;
3506102;Bebedouro (SP);1446951;;
3506201;Bento de Abreu (SP);105468;;
3506300;Bernardino de Campos (SP);114787;;
3506359;Bertioga (SP);1097980;;
3506409;Bilac (SP);93941;;
3506508;Birigui (SP);1784191;;
3506607;Biritiba Mirim (SP);319858;;
3506706;Boa Esperança do Sul (SP);122151;;
3506805;Bocaina (SP);218423;;
3506904;Bofete (SP);112139;;
3507001;Boituva (SP);1570133;;
3507100;Bom Jesus dos Perdões (SP);249973;;
3507159;Bom Sucesso de Itararé (SP);34087;;
3507209;Borá (SP);60525;;
3507308;Boracéia (SP);159010;;
3507407;Borborema (SP);217809;;
3507456;Borebi (SP);38515;;
3507506;Botucatu (SP);3012753;;
3507605;Bragança Paulista (SP);3245515;;
3507704;Braúna (SP);52740;;
3507753;Brejo Alegre (SP);132221;;
3507803;Brodowski (SP);274485;;
3507902;Brotas (SP);406093;;
3508009;Buri (SP);203950;;
3508108;Buritama (SP);360766;;
3508207;Buritizal (SP);87685;;
3508306;Cabrália Paulista (SP);100391;;
3508405;Cabreúva (SP);1412089;;
3508504;Caçapava (SP);2765680;;
3508603;Cachoeira Paulista (SP);307019;;
3508702;Caconde (SP);183487;;
3508801;Cafelândia (SP);261964;;
3508900;Caiabu (SP);53478;;
3509007;Caieiras (SP);1998876;;
3509106;Caiuá (SP);57394;;
3509205;Cajamar (SP);5460802;;
3509254;Cajati (SP);835391;;
3509304;Cajobi (SP);92383;;
3509403;Cajuru (SP);306019;;
3509452;Campina do Monte Alegre (SP);81102;;
3509502;Campinas (SP);38195022;;
3509601;Campo Limpo Paulista (SP);1189440;;
3509700;Campos do Jordão (SP);681916;;
3509809;Campos Novos Paulista (SP);78906;;
3509908;Cananéia (SP);430181;;
3509957;Canas (SP);28774;;
3510005;Cândido Mota (SP);466158;;
3510104;Cândido Rodrigues (SP);51285;;
3510153;Canitar (SP);107004;;
3510203;Capão Bonito (SP);505846;;
3510302;Capela do Alto (SP);146816;;
3510401;Capivari (SP);1107157;;
3510500;Caraguatatuba (SP);1609177;;
3510609;Carapicuíba (SP);3000085;;
3510708;Cardoso (SP);118513;;
3510807;Casa Branca (SP);430283;;
3510906;Cássia dos Coqueiros (SP);59546;;
3511003;Castilho (SP);327577;;
3511102;Catanduva (SP);2444102;;
3511201;Catiguá (SP);86156;;
3511300;Cedral (SP);137460;;
3511409;Cerqueira César (SP);319998;;
3511508;Cerquilho (SP);1166025;;
3511607;Cesário Lange (SP);209827;;
3511706;Charqueada (SP);275341;;
3511904;Clementina (SP);177493;;
3512001;Colina (SP);516280;;
3512100;Colômbia (SP);224171;;
3512209;Conchal (SP);341424;;
3512308;Conchas (SP);212219;;
3512407;Cordeirópolis (SP);1227208;;
3512506;Coroados (SP);92246;;
3512605;Coronel Macedo (SP);38424;;
3512704;Corumbataí (SP);76040;;
3512803;Cosmópolis (SP);859253;;
3512902;Cosmorama (SP);194769;;
3513009;Cotia (SP);6796203;;
3513108;Cravinhos (SP);627725;;
3513207;Cristais Paulista (SP);121994;;
3513306;Cruzália (SP);33624;;
3513405;Cruzeiro (SP);1450013;;
3513504;Cubatão (SP);9466000;;
3513603;Cunha (SP);112225;;
3513702;Descalvado (SP);737342;;
3513801;Diadema (SP);10699784;;
3513850;Dirce Reis (SP);28893;;
3513900;Divinolândia (SP);110885;;
3514007;Dobrada (SP);58570;;
3514106;Dois Córregos (SP);402240;;
3514205;Dolcinópolis (SP);22753;;
3514304;Dourado (SP);126039;;
3514403;Dracena (SP);699889;;
3514502;Duartina (SP);123497;;
3514601;Dumont (SP);101213;;
3514700;Echaporã (SP);78395;;
3514809;Eldorado (SP);192594;;
3514908;Elias Fausto (SP);427351;;
3514924;Elisiário (SP);40938;;
3514957;Embaúba (SP);33343;;
3515004;Embu das Artes (SP);4373421;;
3515103;Embu-Guaçu (SP);630977;;
3515129;Emilianópolis (SP);36963;;
3515152;Engenheiro Coelho (SP);283627;;
3515186;Espírito Santo do Pinhal (SP);824248;;
3515194;Espírito Santo do Turvo (SP);76278;;
3515202;Estrela d'Oeste (SP);264737;;
3515301;Estrela do Norte (SP);36680;;
3515350;Euclides da Cunha Paulista (SP);55944;;
3515400;Fartura (SP);162522;;
3515509;Fernandópolis (SP);1069481;;
3515608;Fernando Prestes (SP);86619;;
3515657;Fernão (SP);23330;;
3515707;Ferraz de Vasconcelos (SP);2133263;;
3515806;Flora Rica (SP);21531;;
